"Date","RH2M","T2M","TS","T2M_MAX","T2M_MIN"
1982-03-24,82.38,5.46,5.6,12.12,0.65
1982-03-25,81.19,6.57,6.69,14.45,0.58
1982-03-26,75.06,8.82,8.1,15.83,2.1
1982-03-27,75.12,9.99,9.43,16.69,3.95
1982-03-28,83.06,8.9,8.56,13.12,5.53
1982-03-29,83.38,6.99,7.27,12.59,3.27
1982-03-30,78.19,5.41,5.35,9.65,2.62
1982-03-31,77.94,6.05,6.31,10.99,1.55
1982-04-01,88.06,6.05,6.36,10.36,2.14
1982-04-02,85.62,7.63,7.75,12.97,1.08
1982-04-03,85.56,8.52,8.26,13.76,3.27
1982-04-04,85.69,10.94,10.86,17.65,5.05
1982-04-05,92.62,11.59,11.36,16.96,7.84
1982-04-06,87.81,10.64,10.71,14.19,7.53
1982-04-07,87.44,11.96,11.81,14.56,9.56
1982-04-08,82,11.06,11.24,15.47,4.05
1982-04-09,77.12,6.53,7.15,12.71,0.72
1982-04-10,80.56,6.89,7.03,13.48,0.89
1982-04-11,80.31,6.82,6.86,13.05,1.52
1982-04-12,78.5,5.37,5.65,11.63,-0.35
1982-04-13,74.38,4.61,5.01,10.73,-0.01
1982-04-14,76.38,4.9,5.15,11.65,-1.46
1982-04-15,74.31,7.15,7.26,14,-0.15
1982-04-16,75.81,9.7,9.76,15.93,3.42
1982-04-17,78.5,10.33,10.56,16.26,5.37
1982-04-18,77.19,8,8.42,14.55,1.92
1982-04-19,75.94,9.48,9.72,16.27,3.19
1982-04-20,78.31,9.88,10.26,16.95,3.85
1982-04-21,79.31,10.26,10.61,16.93,2.62
1982-04-22,80.06,11.2,11.55,17.28,4.31
1982-04-23,81.12,10.51,10.8,16.62,5.79
1982-04-24,75.31,8.78,9.04,13.94,4.63
1982-04-25,74.12,8.76,8.99,14.89,3.04
1982-04-26,77.81,9.75,9.99,16.09,4.55
1982-04-27,76.19,9.33,9.83,14.97,4.8
1982-04-28,80.06,10.23,10.73,18.12,3.18
1982-04-29,80.62,10.82,11.23,15.44,7.27
1982-04-30,81.38,9.58,10.15,14.14,5.9
1982-05-01,80,10.12,10.34,15.59,5.39
1982-05-02,76.94,8.87,9.33,14.21,2.9
1982-05-03,84.12,9.8,9.69,12.82,5.77
1982-05-04,80.19,7.04,7.21,11.07,2.65
1982-05-05,84.31,5.53,5.41,8.93,2.22
1982-05-06,82.31,6.63,6.81,11.56,1.82
1982-05-07,81.88,7.22,7.77,12.71,0.98
1982-05-08,79.12,8.31,8.66,12.31,3.36
1982-05-09,71.75,8.16,7.92,12.48,1.77
1982-05-10,72.75,10.05,10.03,16.01,2.87
1982-05-11,78.56,12.49,12.57,19.44,5.42
1982-05-12,84.25,15.57,15.19,20.45,11.69
1982-05-13,79.62,17.35,17.19,24.39,11.78
1982-05-14,77.81,17.39,17.23,23.83,9.61
1982-05-15,79.56,17.19,16.87,22.27,11.75
1982-05-16,83,16,16.12,21.26,10.48
1982-05-17,85,14.06,14.15,18.21,10.08
1982-05-18,83.06,14.99,15.55,19.76,10.8
1982-05-19,85,13.9,13.93,18.7,9.48
1982-05-20,86.81,14.08,14.34,16.55,11.57
1982-05-21,83.81,13.98,14.3,17.11,10.88
1982-05-22,85.81,14.81,14.91,18.12,10.62
1982-05-23,83.69,12.87,12.91,17.19,9.01
1982-05-24,80.31,13.1,13.67,18.43,8.48
1982-05-25,77.38,15.44,15.75,21.08,7.9
1982-05-26,85.06,17.12,17.4,25.05,10.56
1982-05-27,84.69,14.47,14.69,19.06,8.96
1982-05-28,73.06,13.23,13.79,18.58,7.67
1982-05-29,72.75,15.08,15.23,21.65,7.23
1982-05-30,82,16.18,16.19,21.15,11.81
1982-05-31,83.25,18.67,18.84,23.51,13.37
1982-06-01,84.94,18.33,18.73,23.86,11.92
1982-06-02,83.81,19,18.66,22.4,14.65
1982-06-03,84.44,19.63,19.77,24.23,14.26
1982-06-04,84.06,19.55,19.75,24.37,14.62
1982-06-05,79.25,19.27,19.86,24.3,13.57
1982-06-06,80.06,19.36,19.82,24.56,13.73
1982-06-07,82.94,15.22,15.84,19.19,11.42
1982-06-08,79.88,18.35,19.26,25.03,10.55
1982-06-09,79.44,21.84,21.9,27.45,14.74
1982-06-10,86.06,18.52,18.64,22.17,14.3
1982-06-11,76.25,14.72,15.33,19.09,10.3
1982-06-12,82.75,13.31,13.26,15.94,11.01
1982-06-13,78,14.61,15.12,19.34,10.08
1982-06-14,84.69,12.7,12.84,15.43,8.62
1982-06-15,80.62,15.51,16.11,20.75,8.92
1982-06-16,85.94,17.72,17.84,21.89,13.56
1982-06-17,83.19,19.62,19.58,25.89,13.35
1982-06-18,80.06,15.19,15.37,18.45,11.14
1982-06-19,79.38,14.48,14.76,19,9.49
1982-06-20,76.81,16.86,17.2,21.45,10.35
1982-06-21,85.88,17.08,17.24,21.42,13.73
1982-06-22,83.94,16.22,16.46,19.16,13.1
1982-06-23,84.38,15.86,15.96,19.42,12.88
1982-06-24,79.88,16.78,17.02,20.86,12.24
1982-06-25,80.31,16.88,17.15,21.15,13
1982-06-26,85.31,15.1,15.13,18.14,12.33
1982-06-27,81.19,15.47,15.83,19.26,11.41
1982-06-28,80.56,15.99,16.3,19.85,11.81
1982-06-29,79.56,15.15,15.46,19.69,10.85
1982-06-30,76.69,15.8,16.34,20.96,9.94
1982-07-01,69.56,18.15,18.16,23.62,11.24
1982-07-02,82.5,18.07,18.24,23.19,12.74
1982-07-03,78.5,15.01,15.51,19.41,9.88
1982-07-04,75.81,14.82,15.15,19.98,7.65
1982-07-05,77.81,17.2,17.84,22.5,10.77
1982-07-06,78.75,18.61,19.28,25.53,11.35
1982-07-07,79,19.03,19.69,25,12.91
1982-07-08,77.75,22.08,21.92,29.64,13.18
1982-07-09,81.38,19.8,19.88,24.56,15.06
1982-07-10,79.75,20.4,21.01,24.95,14.98
1982-07-11,77.19,22.45,22.34,28.52,15.26
1982-07-12,82.06,19.69,20.07,23.71,16.51
1982-07-13,89.75,20.16,20.34,23.86,16.37
1982-07-14,84.12,18.6,18.88,21.69,15.4
1982-07-15,83.06,17.97,18.17,22.03,13.39
1982-07-16,76.75,16.1,16.94,21.45,9.92
1982-07-17,74.69,17.18,17.86,22.36,11.16
1982-07-18,76.31,18.07,18.44,24.19,11.44
1982-07-19,76.56,19.76,19.85,25.9,13.27
1982-07-20,80.5,20.29,20.37,25.65,14.58
1982-07-21,84.31,21.01,21.06,25.49,17.1
1982-07-22,87.94,18.92,19,22.53,16.31
1982-07-23,85.94,18.23,18.54,21.91,14.95
1982-07-24,79.38,16.71,17.37,21.71,11.9
1982-07-25,81.31,15.73,16.12,20.83,9.92
1982-07-26,81.44,16.33,16.63,21.5,11.38
1982-07-27,74.44,15.83,16.26,20.96,11.54
1982-07-28,81.56,15.78,15.98,19.99,9.8
1982-07-29,79.56,17.7,17.88,22.02,12.46
1982-07-30,92.19,17.76,17.56,21.05,14.79
1982-07-31,87,19.21,19.32,23.69,15.67
1982-08-01,82.62,19.47,19.76,23.43,14.6
1982-08-02,86.19,18.8,18.98,22.3,15.03
1982-08-03,86.25,18.76,19.06,23.9,13.68
1982-08-04,84.81,17.95,18.08,22.26,14.19
1982-08-05,85.69,18.24,18.41,22.43,13.69
1982-08-06,87.31,18.2,18.49,22.44,14.01
1982-08-07,86.06,17.28,17.55,21.9,12.6
1982-08-08,84.31,17.36,18.05,22.82,11.9
1982-08-09,83.69,18.44,18.74,23.22,14.12
1982-08-10,78.69,18.44,18.69,23.52,13.33
1982-08-11,76.56,19.58,19.47,25.44,12.33
1982-08-12,76.88,18.88,18.8,24.33,13.15
1982-08-13,83.19,15.73,15.86,19.48,10.44
1982-08-14,87.06,17.71,17.86,21.07,14.34
1982-08-15,78.94,18.51,18.63,23.28,13.73
1982-08-16,83.5,16.56,16.36,20.69,11.66
1982-08-17,78.25,17.57,17.81,21.92,14.36
1982-08-18,85.62,18.08,18.05,22.65,13.05
1982-08-19,78.38,15.52,15.99,20.48,10.39
1982-08-20,76.44,14.5,14.8,19.48,9.92
1982-08-21,78.75,14.31,14.63,20.35,8.41
1982-08-22,79.56,15.52,15.73,20.24,9.1
1982-08-23,81.25,15.97,16.33,20.15,12.44
1982-08-24,80.19,16.01,16.46,20.43,11.44
1982-08-25,91.31,16.92,16.84,20.19,13.4
1982-08-26,79.56,15.12,15.48,19.39,11.69
1982-08-27,76.25,15.48,15.48,20.75,10.47
1982-08-28,76.31,15.87,16.3,20.76,11.48
1982-08-29,77.38,16.09,16.22,22.93,9.26
1982-08-30,81.62,15.75,15.89,20.15,11.57
1982-08-31,75.62,12.6,12.51,16.33,9.38
1982-09-01,82.06,14.94,15.47,21.58,6.8
1982-09-02,82.88,16.65,16.97,21.56,11.46
1982-09-03,77.94,15.52,15.76,22.65,8.15
1982-09-04,80,16.6,15.98,22.57,10.22
1982-09-05,79.31,19.74,19.62,26.3,13.26
1982-09-06,86.31,15.05,15.33,19.92,10.91
1982-09-07,85.62,16.6,16.88,21.89,11.47
1982-09-08,87.81,16.78,17.04,21.99,12.27
1982-09-09,83,17.64,17.98,23.12,12.08
1982-09-10,83.38,17.58,17.56,24.18,12.65
1982-09-11,83.62,17.82,17.84,24.16,11.9
1982-09-12,82.5,17.67,17.84,23.94,12.69
1982-09-13,86.75,17.33,17.64,23.05,12.12
1982-09-14,83.12,18.66,18.58,24.04,13.03
1982-09-15,76.75,21.14,20.4,28.28,14.01
1982-09-16,75.38,20.65,19.98,27.48,14.06
1982-09-17,75.69,20.3,19.64,27.44,14.39
1982-09-18,70.44,20.48,19.18,26.8,13.84
1982-09-19,85.75,19.36,19.03,24.37,16.44
1982-09-20,85.38,18.68,18.59,22.66,16.46
1982-09-21,88.56,16.3,16.1,20.22,10.05
1982-09-22,75.25,12.17,12.3,17.33,7.22
1982-09-23,88.88,13.04,12.65,17,9.5
1982-09-24,92.19,13.96,13.6,17.37,9.34
1982-09-25,86.62,14.78,14.66,18.64,11.22
1982-09-26,80.88,14.04,13.8,17.96,11.28
1982-09-27,89,13.65,13.05,17.36,9.55
1982-09-28,87.25,13.87,13.45,17.96,9.33
1982-09-29,89.38,13.9,13.44,17.4,10.73
1982-09-30,82.75,12,11.86,16.72,7.88
1982-10-01,80.69,12.82,12.67,18.3,7.3
1982-10-02,95.69,12.72,12.5,15.69,10.09
1982-10-03,84.12,11.83,11.68,16.55,8.4
1982-10-04,94.5,12.66,12.26,15.02,10.23
1982-10-05,91.12,9.05,8.76,10.45,6.76
1982-10-06,89.12,9.98,10.07,13.59,7.52
1982-10-07,89.19,10.75,10.53,15.09,7.19
1982-10-08,86.06,9.82,9.78,14.38,5.89
1982-10-09,86.81,11.41,11.06,15.75,7.98
1982-10-10,88.88,11.22,11.07,15.46,6.38
1982-10-11,82.06,12.65,12.4,15.98,9.01
1982-10-12,92.88,12.91,12.54,17.9,8.73
1982-10-13,84.94,12.86,12.57,15.99,10.8
1982-10-14,83.75,11.47,11.14,15.22,7.66
1982-10-15,87.06,9.64,9.34,14.33,6.06
1982-10-16,92.88,11.76,11.46,13.86,9.63
1982-10-17,88,11.8,11.42,14.47,9.79
1982-10-18,90.38,11.07,10.78,14.62,7.1
1982-10-19,90.25,9.07,9.12,14.19,6.55
1982-10-20,89.62,10.23,9.79,16.43,6.72
1982-10-21,90.31,11.83,11.08,17.3,6.55
1982-10-22,90.62,10.44,9.76,12.22,7.32
1982-10-23,86.12,9.49,8.8,14.11,6.17
1982-10-24,89.06,9.87,9.97,14.44,5.56
1982-10-25,95.88,13.06,12.62,17.95,10.58
1982-10-26,92.5,14,13.76,19.13,9.37
1982-10-27,89.5,9.71,9.33,14.9,5.55
1982-10-28,91.06,10.64,10.15,17.23,5.19
1982-10-29,90.5,10.44,9.94,16.8,7.01
1982-10-30,92.94,10.01,9.83,16.06,6.36
1982-10-31,94.19,11.73,11.3,17.66,7.73
1982-11-01,94.19,12.21,11.69,18.46,9.04
1982-11-02,90.5,11.65,10.82,18.54,7.5
1982-11-03,93.5,12.01,10.71,17.82,7.35
1982-11-04,95.5,11.57,10.8,16.03,9.16
1982-11-05,93.5,10.91,10.61,14.98,8.15
1982-11-06,87.69,11.49,11.33,16.15,7.43
1982-11-07,90.31,13.71,13.04,16.09,11.23
1982-11-08,88.88,11.99,11.37,14.71,10.36
1982-11-09,89.94,10.41,9.92,13.86,7.77
1982-11-10,96.06,10.59,9.83,15.62,5.96
1982-11-11,93.31,10.5,9.73,13.75,6
1982-11-12,88.12,12.46,11.96,14.6,9.15
1982-11-13,89.38,8.01,7.65,11.26,4.08
1982-11-14,90.12,6.23,5.79,9.35,3.43
1982-11-15,79.12,6.27,5.59,10.04,3.85
1982-11-16,93.56,7.23,6.62,11.16,3.44
1982-11-17,91.75,7.19,6.77,11.05,2.97
1982-11-18,91.44,11.07,10.68,13.48,7.93
1982-11-19,90.31,7.42,6.87,11.37,5.36
1982-11-20,95.81,7,6.08,11.13,4.2
1982-11-21,91.69,9.82,9.36,12.37,6.19
1982-11-22,94.31,8.32,8.11,11.4,6.42
1982-11-23,92.75,10.82,10.38,14.7,7.46
1982-11-24,89.31,8.68,8.17,10.95,5.15
1982-11-25,90.81,8.56,7.99,11.13,3.36
1982-11-26,92.12,4.44,3.73,7.95,2.67
1982-11-27,92.69,4.53,3.18,9.06,1.96
1982-11-28,92.62,3.97,2.87,8.18,0.23
1982-11-29,90.81,2.86,2.12,7.76,0.06
1982-11-30,92.19,2.33,2.28,6.26,0.69
1982-12-01,89.88,2.53,2.08,5.66,0.19
1982-12-02,94.62,2.12,0.8,6.79,-0.91
1982-12-03,94.69,1.51,0.84,6.55,-1.52
1982-12-04,93.94,1.22,1.17,4.15,-1.95
1982-12-05,97.12,8.19,7.87,13.04,4.69
1982-12-06,95,10.73,10.31,13.29,8.19
1982-12-07,94.25,11.26,10.69,14.5,7.86
1982-12-08,89.88,8.19,7.65,9.2,7.01
1982-12-09,90.19,10.89,10.37,12.85,8.26
1982-12-10,84.5,7.99,7.43,13.11,4.9
1982-12-11,92.5,7.1,6.67,8.97,5.01
1982-12-12,91.94,7.22,6.69,9.85,5.65
1982-12-13,95.19,5.76,5.56,6.75,3.88
1982-12-14,94.88,4.15,3.53,8.58,0.02
1982-12-15,94.75,11.15,10.69,13.98,9.33
1982-12-16,93.94,9.76,9.4,11.81,6.44
1982-12-17,93.62,4.65,4.48,6.37,2.08
1982-12-18,89.75,2.27,1.61,4.84,-1.75
1982-12-19,96.25,7.27,6.7,11.83,-2.26
1982-12-20,88.69,6.68,6.2,9.2,4.66
1982-12-21,93.44,4.75,4.17,7.64,3.09
1982-12-22,91.88,2.39,1.76,4.19,0.93
1982-12-23,87.25,1.53,0.63,4.42,-1.38
1982-12-24,98.5,5.74,4.75,9.12,1.33
1982-12-25,98.62,7.02,6.41,8.89,5.36
1982-12-26,97.62,6.38,6.15,9.71,5.09
1982-12-27,98.56,7.43,6.83,10.47,3.65
1982-12-28,96.38,4.81,4.85,6.46,3.69
1982-12-29,94.88,1.96,1.69,6.04,-0.81
1982-12-30,94.62,-0.93,-1.06,3.08,-3.79
1982-12-31,94.69,-2.18,-2.24,1.58,-4.16
1983-01-01,99,3.62,3.2,8.91,-2.74
1983-01-02,98,6.88,6.53,9.05,4.83
1983-01-03,95.62,9.96,9.47,12.08,8.36
1983-01-04,94.88,11.17,10.74,12.12,10.11
1983-01-05,94.25,11.72,11.4,13.57,9.99
1983-01-06,92.19,9.31,8.97,11.3,5.86
1983-01-07,91.62,5.55,5.05,9.48,1.15
1983-01-08,90,5.87,5.19,9.27,3.54
1983-01-09,95.31,7.08,6.55,10.23,4.51
1983-01-10,94.81,6.58,6.44,9.64,5.31
1983-01-11,96.19,3.95,3.82,6.53,1.95
1983-01-12,93.31,6.51,6.25,8.82,4.52
1983-01-13,89.62,5.84,5.33,8.83,0.93
1983-01-14,94.81,5.37,4.83,8.9,0.53
1983-01-15,91,9.1,8.68,11.08,7.7
1983-01-16,91.81,8.65,8.25,11.01,5.55
1983-01-17,93.44,6.49,6.5,9.9,4.57
1983-01-18,88,6.11,5.65,8.87,3.58
1983-01-19,81.94,2.73,2,6.73,-1.44
1983-01-20,79.94,1.26,-0.17,5.93,-2.02
1983-01-21,85.31,1.33,-0.72,6.1,-2.26
1983-01-22,93.94,0.4,-0.29,5.86,-2.58
1983-01-23,94.44,-0.17,-0.27,4.6,-2.34
1983-01-24,95.94,4.28,4.15,8.2,0.52
1983-01-25,96.88,9.54,9.12,13.58,6.83
1983-01-26,96.31,9.66,9.24,13.67,8.04
1983-01-27,95.38,9.93,9.56,14.51,7.23
1983-01-28,93.62,8.98,8.8,11.75,6.62
1983-01-29,94.62,9.81,9.48,10.87,7.69
1983-01-30,84.69,6.44,6.01,9.46,3.37
1983-01-31,93.69,7.27,6.83,10.64,2.37
1983-02-01,81.5,7.15,6.63,9.72,3.33
1983-02-02,90.25,4.37,4.06,8.62,1.65
1983-02-03,93.31,5.09,4.5,9.54,2.87
1983-02-04,94.69,5.44,5.19,7.74,3.77
1983-02-05,89.5,7.23,6.84,9.64,4.88
1983-02-06,86.94,5.06,4.55,7.42,3.09
1983-02-07,90.62,2.33,1.92,3.68,0.83
1983-02-08,91.31,1.54,1.32,4.08,-0.37
1983-02-09,90.81,-0.16,-0.44,2.28,-2.12
1983-02-10,87.12,-0.74,-0.84,2.87,-3.69
1983-02-11,90.5,-0.89,-1.26,1.55,-2.82
1983-02-12,85.12,-1.31,-1.49,2.44,-3.45
1983-02-13,84,-1.62,-1.6,1.66,-4.1
1983-02-14,86.12,-0.68,-0.51,2.97,-2.87
1983-02-15,88.38,-0.33,-0.45,2.9,-2.41
1983-02-16,83.31,-1.25,-1.3,2.88,-3.57
1983-02-17,84.75,-1.91,-1.82,2.63,-4.86
1983-02-18,87.44,-1.5,-1.39,3.4,-4.71
1983-02-19,91.75,1.18,0.98,8.83,-2.74
1983-02-20,90.12,1.55,1.48,8.4,-1.57
1983-02-21,88.38,0.33,0.12,4.61,-2.52
1983-02-22,82.94,0.5,0.4,6.98,-3.69
1983-02-23,97.12,4.91,4.51,9.12,1.12
1983-02-24,92.75,9.18,9.01,13.34,5.76
1983-02-25,93.88,11.18,10.99,15.77,7.02
1983-02-26,94.44,8.85,8.44,11.67,6.16
1983-02-27,93.88,7.33,7.03,9.53,2.87
1983-02-28,85.12,6.48,6.12,10.5,1.71
1983-03-01,82.06,5.12,4.6,10.39,1.19
1983-03-02,81.94,5.3,4.82,11.88,0.33
1983-03-03,83.5,4.86,4.76,11.19,0.16
1983-03-04,90.25,5.56,5.8,11.3,1.53
1983-03-05,84.06,5.69,5.69,11.44,1.01
1983-03-06,86.62,7.03,7.23,12.33,3.76
1983-03-07,88.12,5.99,5.48,12.58,1.12
1983-03-08,89.62,8.5,7.94,15.76,2.94
1983-03-09,94,7.8,7.26,12.08,4.89
1983-03-10,90.25,7.59,7.65,13.03,4.46
1983-03-11,92.38,6.41,6.84,9.87,3.64
1983-03-12,88.81,7.42,7.56,12.55,4.14
1983-03-13,94.75,8.4,8.39,13.33,5.33
1983-03-14,93.31,8.33,8.09,10.87,4.8
1983-03-15,87,5.7,5.76,10.34,1.18
1983-03-16,87.5,6.87,7.16,12.37,0.95
1983-03-17,92.94,10.35,10.36,15.26,6.62
1983-03-18,92.38,10.4,10.3,14.44,8.4
1983-03-19,88.12,10.74,10.75,15.41,7.38
1983-03-20,90.5,9.13,9.18,12.79,6.02
1983-03-21,86.06,7.88,7.91,11.67,4.87
1983-03-22,81.69,7.04,6.94,10.9,3.17
1983-03-23,89.5,9.65,9.56,13.53,6.81
1983-03-24,88,5.54,5.33,7.54,2.08
1983-03-25,84.25,5.23,5.08,8.43,0.05
1983-03-26,77.69,6.24,6.48,9.55,2.08
1983-03-27,89.62,7.17,7.17,9.46,5.69
1983-03-28,78.38,5.41,5.62,9.56,0.99
1983-03-29,81,6.37,6.69,11.76,1.05
1983-03-30,85.56,8.69,8.66,11.83,6.47
1983-03-31,88.19,7.31,7.13,10.49,4.37
1983-04-01,84.69,6.03,6.17,9.01,4.32
1983-04-02,88.06,5.2,5.01,8.62,1.69
1983-04-03,76.69,4.23,4.33,6.92,1.87
1983-04-04,84.75,6.48,6.43,9.4,3.12
1983-04-05,91.88,7.37,7.18,10.55,4.49
1983-04-06,84.06,7.22,7.09,11.08,4.11
1983-04-07,92.19,8.12,8.15,11.34,3.94
1983-04-08,92.25,8.83,8.59,10.44,6.3
1983-04-09,96.38,9.64,9.41,12.73,5.86
1983-04-10,84,10.95,10.83,13.86,7.4
1983-04-11,86.25,6.54,6.43,8.91,3.82
1983-04-12,79.19,5.04,5.08,8.94,1.15
1983-04-13,73.69,6.8,6.76,12.54,0.98
1983-04-14,84.94,7.43,7.58,14.17,0.98
1983-04-15,83.31,8.97,9.59,16.3,3.87
1983-04-16,84.31,11.12,11.1,19.13,5.47
1983-04-17,93.44,9.71,9.68,14.14,5.06
1983-04-18,88.88,5.56,5.75,9.94,2.48
1983-04-19,83.06,6.36,6.96,11.44,2.26
1983-04-20,90.5,7.69,7.55,13.73,3.93
1983-04-21,83.44,9.01,9.08,12.16,5.96
1983-04-22,81,10.94,10.66,14.46,7.33
1983-04-23,86.12,8.65,8.65,11.29,6.26
1983-04-24,90.88,8.66,8.49,12.36,5.48
1983-04-25,85.38,8.57,8.38,12.62,4.41
1983-04-26,87.31,8.58,8.75,13.58,5.01
1983-04-27,89.88,8.38,8.42,12.51,4.94
1983-04-28,89.12,8.7,8.69,12.74,5.23
1983-04-29,81.75,10.84,10.89,16.47,4.68
1983-04-30,90.62,10.78,10.69,14.18,6.54
1983-05-01,86.5,9.76,9.8,12.79,7.13
1983-05-02,81.75,9.14,9.05,12.77,5.95
1983-05-03,85.19,9.89,10.01,14.1,5.73
1983-05-04,85.56,11.9,12.03,15.95,7.83
1983-05-05,87.81,13.3,13.12,19.71,6.51
1983-05-06,85.19,12.55,12.46,16.6,9.19
1983-05-07,86.31,11.33,11.3,14.58,8.52
1983-05-08,84.81,11.03,11.31,15.15,7.61
1983-05-09,85.62,10.3,10.08,14.22,5.34
1983-05-10,83.5,8.7,8.73,11.96,5.98
1983-05-11,83.56,10.05,10.07,13.85,6.98
1983-05-12,84.44,10.23,10.43,13.73,5.62
1983-05-13,87.69,10.59,10.34,12.58,7.4
1983-05-14,84.62,10.44,10.51,14,6.24
1983-05-15,83.12,10.33,10.24,14.65,6.05
1983-05-16,85.44,10.57,10.42,13.23,7.54
1983-05-17,86.25,10.8,10.86,14.26,8.08
1983-05-18,85.69,10.65,10.55,14.12,7.76
1983-05-19,85.88,10.24,10.28,13.21,7.23
1983-05-20,84.25,10.43,10.77,13.85,7.13
1983-05-21,86.12,9.34,9.55,13.15,4.65
1983-05-22,81.94,9.93,10.54,14.63,5.26
1983-05-23,87.94,11.15,11.08,14.9,7.67
1983-05-24,82,11.82,12.2,16.53,6.95
1983-05-25,83.69,11.87,12.18,16.52,6.04
1983-05-26,85.94,12.4,12.45,16.59,7.48
1983-05-27,81.44,12.66,13.45,17.28,7.03
1983-05-28,80.88,11.8,12.41,16.75,6.84
1983-05-29,81.44,12.13,12.41,16.33,7.82
1983-05-30,77.81,14.27,14.43,19.55,9.22
1983-05-31,89.25,15.78,15.65,20.86,11.3
1983-06-01,82.62,15.4,15.69,19.66,11.33
1983-06-02,81.5,13.9,13.87,17.13,10.54
1983-06-03,81.88,17.79,17.8,24.85,10.85
1983-06-04,85,19.32,19.35,25.25,12.96
1983-06-05,81.56,21.64,21.83,27.29,15.41
1983-06-06,84.62,20.24,19.98,24.76,15.18
1983-06-07,88.25,21.54,21.42,26.78,17.04
1983-06-08,81.81,18.4,19.01,24.12,13.28
1983-06-09,80.5,16.62,17.01,21.42,10.83
1983-06-10,79.12,16.06,16.85,20.93,11.66
1983-06-11,75.19,15.58,16.26,21.51,9.3
1983-06-12,82.25,14.17,14.51,20.27,8.23
1983-06-13,79.19,13.44,14.02,18.94,7.23
1983-06-14,78.31,14.12,14.62,18.79,8.62
1983-06-15,76.94,12.88,13.48,18.69,7.22
1983-06-16,80.38,12.56,12.96,17.22,6.65
1983-06-17,76.5,14.01,14.37,19.1,9.15
1983-06-18,76.56,13.18,13.61,18.6,7.05
1983-06-19,80.06,15.83,15.9,20.73,9.71
1983-06-20,79.31,18,18.22,23.23,12.3
1983-06-21,81.75,18.22,18.23,23.17,13.51
1983-06-22,84.19,17.87,18.28,22.58,12.94
1983-06-23,84.31,18.01,18.36,22.44,13.09
1983-06-24,77.44,18.76,19.07,23.42,12.74
1983-06-25,91.19,15.87,15.9,18.14,13.4
1983-06-26,88.31,15.62,15.76,19.6,12.37
1983-06-27,84,14.9,15.17,19.53,9.37
1983-06-28,79,13.83,14.21,18.46,8.47
1983-06-29,84.38,14.84,14.8,18.74,8.65
1983-06-30,87.12,15.91,15.97,19.23,11.37
1983-07-01,78.06,16.44,16.94,21.38,9.4
1983-07-02,76.38,17.29,17.94,22.9,11.13
1983-07-03,81.69,18.61,18.76,23.3,13.08
1983-07-04,81.19,19.77,19.93,24.85,14.15
1983-07-05,91,18.88,18.64,22.3,16.11
1983-07-06,83.62,19.46,19.28,22.45,15.58
1983-07-07,79.19,20.59,20.69,25.4,15.56
1983-07-08,81.56,21.13,21.11,26.18,14.63
1983-07-09,82.19,22.44,22.26,27.08,17.32
1983-07-10,85.75,23.38,23.12,28.37,18.3
1983-07-11,84.06,24.38,24.1,28.87,19.11
1983-07-12,80.44,24.8,24.68,30.4,20.02
1983-07-13,79.44,22.98,23.05,28.93,17.69
1983-07-14,81.94,22.81,23.03,28.7,17.29
1983-07-15,76.94,22.4,22.37,27.72,15.99
1983-07-16,77.62,22.23,22.21,28.69,15.66
1983-07-17,80.31,20.31,20.61,24.85,16.13
1983-07-18,77.44,20.03,20.69,26,14.55
1983-07-19,81.88,20.66,21.44,25.89,15.83
1983-07-20,82.38,20.98,21.21,26.47,15.4
1983-07-21,76,20.76,20.73,26.22,15.49
1983-07-22,80.69,20.86,20.98,26.26,16.16
1983-07-23,82.38,18.64,18.87,22.43,14.97
1983-07-24,81.75,19.03,19.26,23.12,13.86
1983-07-25,93.62,17.97,17.8,21.64,14.36
1983-07-26,85.12,20.69,21.22,26.85,15.37
1983-07-27,89.69,20.72,20.71,25.28,16.19
1983-07-28,88.06,18.28,18.27,21.05,15.97
1983-07-29,81.62,20.15,20.32,26.28,14.54
1983-07-30,82.25,22.42,22.37,28.55,14.94
1983-07-31,88.75,22.66,22.55,26.92,18.79
1983-08-01,78.19,17.43,17.79,20.82,13.22
1983-08-02,79.06,14.14,14.12,17.42,10.12
1983-08-03,76.25,15.1,15.67,20.48,8.8
1983-08-04,76.44,15.4,15.92,21.43,8.86
1983-08-05,82.69,16.98,17.08,23.18,10.9
1983-08-06,79.12,16.98,17.23,22.6,11.07
1983-08-07,79,16.3,16.72,21.44,9.76
1983-08-08,79.75,18.64,18.62,24.48,12.46
1983-08-09,85.44,20.76,20.84,25.6,16.18
1983-08-10,91.19,20.1,20.08,23,17.61
1983-08-11,87.38,19.3,19.5,24.04,14.91
1983-08-12,82.5,18.12,18.62,24.08,12.76
1983-08-13,80.19,17.95,18.26,24.2,12.21
1983-08-14,75.25,17.9,17.9,23.23,11.26
1983-08-15,79.06,19.02,19.01,24.2,13.66
1983-08-16,82.31,18.13,18.44,23.87,13.25
1983-08-17,76,18.54,18.17,23.28,12.89
1983-08-18,79.69,20.28,20.15,26.06,13.95
1983-08-19,91.19,18.75,18.56,21.19,15.76
1983-08-20,84.69,18.16,18.25,21.87,15.01
1983-08-21,87.12,17.99,18.11,22.33,14.06
1983-08-22,85.81,18.23,18.68,22.61,14.22
1983-08-23,85.12,18.38,18.76,23.1,13.32
